     id  bayes.attenuation.E_BVs  bayes.attenuation.E_BVs_err  bayes.sfh.age_main  bayes.sfh.age_main_err  bayes.universe.redshift  bayes.universe.redshift_err           bayes.sfh.sfr      bayes.sfh.sfr_err    bayes.sfh.sfr100Myrs  bayes.sfh.sfr100Myrs_err  bayes.stellar.m_star  bayes.stellar.m_star_err  bayes.stellar.m_star_old  bayes.stellar.m_star_old_err  bayes.stellar.m_star_young  bayes.stellar.m_star_young_err     bayes.hst.wfc.F814W  bayes.hst.wfc.F814W_err   bayes.jwst.miri.F770W  bayes.jwst.miri.F770W_err  bayes.jwst.nircam.F115W  bayes.jwst.nircam.F115W_err  bayes.jwst.nircam.F150W  bayes.jwst.nircam.F150W_err  bayes.jwst.nircam.F277W  bayes.jwst.nircam.F277W_err  bayes.jwst.nircam.F444W  bayes.jwst.nircam.F444W_err       bayes.subaru.hsc.g  bayes.subaru.hsc.g_err      bayes.subaru.hsc.i  bayes.subaru.hsc.i_err       bayes.subaru.hsc.r  bayes.subaru.hsc.r_err      bayes.subaru.hsc.z  bayes.subaru.hsc.z_err    bayes.vista.vircam.H  bayes.vista.vircam.H_err    bayes.vista.vircam.J  bayes.vista.vircam.J_err   bayes.vista.vircam.Ks  bayes.vista.vircam.Ks_err    bayes.vista.vircam.Y  bayes.vista.vircam.Y_err       best.chi_square  best.reduced_chi_square  best.attenuation.B_B90  best.attenuation.E_BV_factor  best.attenuation.E_BV_lines  best.attenuation.E_BVs   best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.nebular.ne  best.nebular.zgas  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift    best.dust.luminosity  best.sfh.integrated            best.sfh.sfr     best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young       best.hst.wfc.F814W    best.jwst.miri.F770W       best.hst.wfc.F606W  best.jwst.nircam.F115W  best.jwst.nircam.F150W  best.jwst.nircam.F277W  best.jwst.nircam.F444W   best.jwst.nircam.F090W  best.jwst.nircam.F200W  best.jwst.nircam.F356W  best.jwst.nircam.F410M      best.cfht.megacam.u        best.subaru.hsc.g        best.subaru.hsc.r       best.subaru.hsc.i       best.subaru.hsc.z        best.subaru.hsc.y      best.vista.vircam.Y     best.vista.vircam.J     best.vista.vircam.H    best.vista.vircam.Ks  best.subaru.suprime.IB427  best.subaru.suprime.IB505  best.subaru.suprime.IB574  best.subaru.suprime.IB709  best.subaru.suprime.IB827  best.subaru.suprime.NB711  best.subaru.suprime.NB816   best.spitzer.irac.ch1   best.spitzer.irac.ch2   best.spitzer.irac.ch3 
 759253      0.03602484667563945          0.03816204423475901  1082.8162915402768      1252.0635922827908       0.5074049691651773          0.03776461143651008    0.007982940468988698   0.006189580097075729    0.008779334789520553      0.006474833722471758      3602910.76708782        1345335.5567801131        1584602.2219919893            1840914.3958866065          2018308.5450958295              1649868.7799216693  1.8970315673141177e-05   1.2687610266973094e-06   5.105647216570301e-06      1.548787145620305e-07   1.9743277274947374e-05        1.211153871584186e-06    2.304235139453715e-05        6.045313363556969e-07   2.3981885801630894e-05       2.6317404231858496e-07     1.24784956784935e-05       2.0091070306202317e-07   1.0330020350161514e-05  3.0647291316350697e-06  1.9039208966291704e-05  1.4102146054190162e-06   1.5964635945704048e-05  1.5772065580810337e-06  1.8523016074715447e-05  1.5113936368747411e-06  2.2865906403158078e-05     6.427107605385156e-07  2.0325928830126937e-05    1.1449115950083364e-06  2.3431338676672664e-05      4.892956296264431e-07  2.1222230985583424e-05    2.0168756062398322e-06     54.39900395896753       1.8133001319655844                    -0.0                           0.0                          0.0                     0.0                   -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014        1000.0               100.0             1000.0               0.0               100.0              300.0        527.4487183937133               1.0                      0.02                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5                     0.0    7056153.005085571   0.0033168353738193407    0.003724351249086422   0.0033518573609063232  2.1209591726690914e+34  1.6113624050383908e+33    5.275746296564746e+30      1.606086658741826e+33    8.07906222502987e+33   1.313052950166104e+34  2468306.9949907945      2387467.7236064305         80839.27138436411    4587846.000065165        4296250.156570504          291595.8434946605   4.879631403403813e+50  1.0422990805289658e+48    4.869208412598523e+50   1.9371264777583435e-05   5.166958251594912e-06    1.323052079887611e-05   2.016450069694697e-05  2.3306200273837065e-05  2.4034677459782666e-05  1.2355052255989266e-05    1.982915904528054e-05   2.318817827090598e-05   1.624660050124576e-05  1.4223621345089788e-05   7.4573520818523134e-06      8.4133931907671e-06   1.5045050227697871e-05   1.939766602405673e-05   1.887201245850899e-05   2.1827100685281076e-05   2.1910293067324693e-05  2.0678771294567505e-05  2.3025713170697377e-05  2.3449022013160783e-05      7.730586673438976e-06       8.71140625522007e-06     1.2949352920490028e-05     1.8091355194557123e-05     1.8141546193255834e-05     1.8190717929935235e-05        1.8038630967336e-05  1.6152980223158526e-05  1.1861565338479034e-05   8.855329140479404e-06 
 759276   0.00013629280585407104        0.0029364282347280227   259.2653183328767       774.0045628374688       0.5000000326827573        8.084894427534213e-05    0.023298494875951512  0.0040517412653576805    0.015703466438793997      0.001673317712218375    1443881.0996873868         597190.0387494784        126544.57104382062            522461.60934274824           1317336.528643564              284140.53155146755   3.664279716635626e-05   2.0453129159867706e-06  6.7272720199493175e-06     1.6375061521603507e-07    2.780987072774527e-05        4.267097157845895e-07    3.359525103870094e-05         4.47293700675951e-07    3.156820841418388e-05       2.1375960167434986e-07    1.594723051139572e-05       1.0823453290574736e-07    3.220418306353051e-05   2.657447924827434e-06  3.8763315266506486e-05  2.5048715730152335e-06    3.333708278067516e-05  1.4090741472882126e-06   2.786427852230861e-05   5.353691681981796e-07   3.093119667273034e-05    3.5090899123634136e-07  2.7764936291912657e-05     5.887350865162436e-07  2.9928909818296435e-05      7.299269482385343e-07   4.287381380394794e-05     3.996963860096305e-06     60.88180627587885        2.029393542529295                    -0.0                           0.0                          0.0                     0.0                   -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014         100.0               100.0              100.0               0.0               100.0              100.0       37.701740640907346               1.0                      0.02                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5                     0.0   1584085.3626223316     0.02220799509076577    0.015840853626223318     0.02216404902220904  8.0282064640973355e+34  1.0710037901599003e+34                      0.0     1.0710037901599003e+34                     0.0  8.0282064640973355e+34   309031.4733114823                     0.0         309031.4733114823    1275053.822889827                      0.0          1275053.822889827  3.2473712886744606e+51                     0.0   3.2473712886744606e+51    3.708696509407141e-05  6.7619450651282915e-06   3.2613352920521726e-05   2.760359810354457e-05   3.366270356710965e-05    3.15795232809749e-05  1.5952933559321765e-05    3.476895434688228e-05   3.020749091370338e-05  2.0421749906029794e-05  1.7642867256635807e-05    3.465413628920413e-05      3.2319019624448e-05    3.320920763130737e-05   3.935352047501493e-05  2.7560563209410503e-05    4.542295926384307e-05     4.40162618571439e-05  2.7522242395765347e-05  3.0816730696674165e-05  2.9764743276051738e-05      3.366003972644954e-05      3.173429894671308e-05      3.428107104413803e-05     3.0575227568771754e-05      2.734465406030373e-05      2.998585045444305e-05       2.73743544572341e-05  2.0058199287199153e-05  1.5190693544084611e-05  1.1885364387701396e-05 
 759290       0.0159797206212068          0.02343975834439793    899.716675685651      200.31771827044926       3.4457830372728995          0.09093130005065511       2.021075975902973     0.5412120416801005       2.059958043103012        0.6057371942842645     724661121.1664958         96282945.95878057         280923679.9918318             295939881.7906909            443737441.174664              291003188.21037877   9.764564764578165e-05    3.815744567842156e-06  0.00014165268051691266     3.7183758604627954e-06    8.706448245234269e-05        2.558317779612634e-06    9.460524351905261e-05        4.531289709388076e-06   0.00016884976504766129       1.3922678986503178e-06   0.00016007811902748345        2.182886981581121e-06     6.42325801750869e-05   9.800651869497588e-06   9.924258992457564e-05   3.638232583303331e-06   0.00011059708281244402   7.225702844488444e-06   9.270844500695603e-05   4.304283862672605e-06  0.00011488952372548037     5.000121393347868e-06   8.799261277532327e-05    2.6706530857823337e-06   0.0001606243359575038     3.5097356869483213e-06   8.788430224859367e-05      3.99046091823018e-06     71.50302540485535        2.383434180161845                    -0.0                           0.0                          0.0                     0.0                   -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -3.0            100.0              0.014        1000.0               100.0             1000.0               0.0               100.0             1000.0       373.45711271907317               1.0                     0.004                                  100.0  1847.1948274370964              9.664649418549627e+26       3.499999999999999                     0.0   1205934275.7914584       1.680084400561778      1.6770957318796564      1.6800527295818903   9.444005784822876e+36  1.2171715335010628e+36     1.71467864880043e+33     1.2154568548522625e+36  2.1963611370485216e+36   7.247644647774353e+36   402348881.1961103       367329081.9506738         35019799.24543652    803585405.8150498        670895620.6528195          132689785.1622303  3.3986289932425305e+53   3.035934496388484e+50   3.3955930587461418e+53    9.818156150967738e-05  0.00014135922172428604   0.00010083825581550574     8.6360355155539e-05   9.084563015665121e-05  0.00016804074775265214  0.00016026319222437548    9.452119070782608e-05  0.00014977194338727974  0.00014961874337599836  0.00016335397439339267   1.6895880802739004e-06    6.056949113501766e-05   0.00011496456888924965   9.941060527629173e-05   9.393556292791574e-05    9.218620479159181e-05    8.964585647409137e-05   8.654201381041078e-05   0.0001111564616446571  0.00016280041264309537     3.5479876043848646e-05      6.753928962446653e-05     0.00010664761386148432       9.81699174004427e-05      9.789968138448168e-05     0.00010096629952614661       9.99832883478631e-05  0.00014957542334941153  0.00016072073127132734  0.00014315325255639326 
 759298                     0.09       1.3889469824480515e-17   998.1040202270265       30.73101279143444       3.4999999999999982       2.3029482452336602e-10      10.867934027972119      0.543396701398606      10.499105557854682        0.5249552778927341    4148456646.6841054        207422832.33420527        1660683589.3971407            1663044850.9814448           2487773057.286964              1662538682.5883484  0.00024030349912331894    4.838866156851073e-06   0.0007952224094477953     2.9529759375074344e-06    0.0002508987132623123        4.671734589296278e-06    0.0002982255991517359        4.457794082875761e-06     0.000603476257285921       1.4939830092521843e-06    0.0007075677115955838       1.3160321495011841e-06   0.00010121372576746355  2.3673825173781913e-06   0.0002403064325334285   4.900257140208507e-06   0.00023722364034085272  5.1837472999728425e-06  0.00023374278859129518   4.542815515326689e-06  0.00035927027391930577    4.5951436500264384e-06   0.0002707365845488784     4.786082675179273e-06   0.0005452153445718079      2.428086880569112e-06  0.00022182118412918656     4.283535401931061e-06     132.4383690866586         4.41461230288862      0.4588499368875371                           0.9                          0.1     0.09000000000000001     0.9404152001579447     0.36652545611974086                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -3.0            100.0              0.014        1000.0               100.0             1000.0               0.0               100.0             5000.0        327.7956121878731               1.0                      0.02                                 1000.0  1847.1948274370964              9.664649418549627e+26       3.499999999999999   2.368147582413914e+37    5939836906.932471      11.102560883035752      10.655728989189289      11.062484590801757   5.033463088754999e+37   5.354280572847226e+36                      0.0      5.354280572847226e+36                     0.0   5.033463088754999e+37  1879975099.0587938                     0.0        1879975099.0587938   4059861774.7335134                      0.0         4059861774.7335134  1.6230537788716983e+54                     0.0   1.6230537788716983e+54    0.0002444601798513684   0.0007928641998820031   0.00020525880764484498  0.00025489754372243613   0.0003020213183110689   0.0006047512618848903   0.0007064804869595228   0.00023551944562999214   0.0004932594879164008   0.0005862871255671302   0.0006891867394436151   2.8307768451772864e-06   0.00010325870216092403   0.00024167284110903205   0.0002445175000350801   0.0002376383753662073     0.000222853941036404   0.00022549832395554265  0.00027482193849629605  0.00036315639923222953   0.0005471988154028154      5.821827029938923e-05       0.000123665365389765      0.0002284110404642829     0.00021956512356879928      0.0002511219386101196     0.00023300082007020293     0.00025889420634315954   0.0005850105272932808   0.0007178682749155762   0.0007195580232833026 
 759304       0.3826666666666714           0.6198974825637741   597.6190476190783       864.7840620195284        4.573015873015868           2.7132365929405977                     0.0                    0.0                     0.0                       0.0                   0.0                       0.0                       0.0                           0.0                         0.0                             0.0                     0.0                      0.0                     0.0                        0.0                      0.0                          0.0                      0.0                          0.0                      0.0                          0.0                      0.0                          0.0                      0.0                     0.0                     0.0                     0.0                      0.0                     0.0                     0.0                     0.0                     0.0                       0.0                     0.0                       0.0                     0.0                        0.0                     0.0                       0.0                   0.0                      0.0                    -0.0                           0.0                          0.0                     0.0                   -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014         100.0               100.0              100.0               0.0               100.0               50.0        43.97508235206745               1.0                     0.004                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5                     0.0                  0.0                     0.0                     0.0                     0.0                     0.0                     0.0                      0.0                        0.0                     0.0                     0.0                 0.0                     0.0                       0.0                  0.0                      0.0                        0.0                     0.0                     0.0                      0.0                      0.0                     0.0                      0.0                     0.0                     0.0                     0.0                     0.0                      0.0                     0.0                     0.0                     0.0                      0.0                      0.0                      0.0                     0.0                     0.0                      0.0                      0.0                     0.0                     0.0                     0.0                        0.0                        0.0                        0.0                        0.0                        0.0                        0.0                        0.0                     0.0                     0.0                     0.0 
 759334      0.09000000000000002       1.3877856010011362e-17               100.0  4.0927222709070034e-16       3.1000000000000005        3.175209041425645e-12      13.435022362508988     0.6717511181254494       6.813207119628872        0.3406603559814436     562382647.7018121         28119132.38509061    2.8475144863362908e-28         4.011571587207678e-10           562382647.7018121               28119132.38509061   0.0002748679246281101   3.7955699805030964e-07  0.00033412774574099265        5.3955974001224e-07    0.0002808339644595428       3.2140807446352996e-07    0.0003345574017575877        3.333899571975143e-07   0.00047764817510980166         2.96000197108664e-07   0.00039856757497939803       3.8950126183165544e-07   0.00027559550421554796   6.386983787708682e-07   0.0002872660868591977   4.080100868944079e-07    0.0003093280542054003   4.864092024163123e-07  0.00024159109218169046  3.0595198323231615e-07  0.00036516175910481397     1.636893303528933e-07   0.0002873782463367156      3.29663469037331e-07   0.0005137478732190325      5.989035586024168e-07  0.00026581020776981926    3.1252588841590855e-07    180.69513563551223        6.023171187850408     0.44736078149386044                           0.9                          0.1     0.09000000000000001     0.9436974061843353      0.3615901634474447                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014         100.0               100.0              100.0               0.0               100.0             5000.0       31.928919392535253               1.0                     0.004                                  100.0  2121.1086918924484              8.349509100023155e+26      3.0999999999999996   2.511529535654808e+37    678512338.4019028        13.4817284111697      6.7851233840190295      12.880287045564572     4.8809918663982e+37   9.570374104371562e+36                      0.0      9.570374104371562e+36                     0.0     4.8809918663982e+37  118203202.13930792                     0.0        118203202.13930792     560309221.177497                      0.0           560309221.177497   2.670100978626754e+54                     0.0    2.670100978626754e+54     0.000275104953229602  0.00033374959468784253    0.0003201296565466297  0.00028103516875307234   0.0003347777191788705  0.00047785494936081256   0.0003982981408532351   0.00025311091336104166   0.0004918887880087171   0.0004006664845173974   0.0004364377551105192    7.957752421663561e-05   0.00027600947874562086    0.0003096336956362015  0.00028752145426873916  0.00024178043026101183   0.00025796845024534347    0.0002660025068714241   0.0002875877755169668  0.00036527105398691327   0.0005141624300779579     0.00019005386428057534      0.0004853575927311766      0.0003090998094866985     0.00030594356973135593      0.0002664288015787892     0.00030509270754540684     0.00027219458723834716   0.0004030678004390077  0.00036308301345636443   0.0003388235045051433 
 759362        0.456135942463125         0.016415663881126204   4996.393333594229      132.77084469326428       0.5000000000000572       1.0765465751175301e-07  0.00024828867361663615  0.0061367956274610246  0.00020203112368779596      0.004659712244677267    163254239.89977732          9377826.22084624         163223052.5030557             9699806.156058474          31187.396721700177               506816.6246249588  1.2242903319974274e-05   1.0556339086948557e-06  5.1514869399428834e-05     3.7730025880942284e-07    4.095174553026883e-05       1.5395540914912834e-06    8.523302507000288e-05        1.920132381148476e-06   0.00018497103816699263        4.946077364893748e-07   0.00011395227071416568          7.2070149277499e-07   4.1998492604332177e-07  3.5759303584666127e-07   9.834284138433135e-06  1.0172858146717026e-06   2.9270573546494163e-06   6.774882268137918e-07  1.8354950072381184e-05  1.1493299065575438e-06  0.00010051474618532614    1.7949724266675997e-06    5.20480224934123e-05    1.6540191888318093e-06   0.0001455849206285995     1.2585690476010537e-06   2.791743481459024e-05    1.7382834677635572e-06    180.06779759622665        6.002259919874222      2.2426846049742992                           0.9                          0.5                    0.45      4.766025944470439       1.818948209481671                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014        5000.0               100.0             5000.0               0.0               100.0               50.0        4899.933957599972               1.0                      0.02                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5   2.834773767800095e+34    314389992.0176814  2.3859647134760076e-41   7.447719913507638e-41  2.6125307285036106e-41   5.644198195386684e+34  1.2078934107813748e+32   1.2078934107813748e+32      1.187777075731497e-05   5.644198195386684e+34  0.00013688602562398277   145896276.4679189       145896276.4679189    1.7917607280053735e-33   168493715.54976243       168493715.54976243       5.65595910794375e-33   2.593859913442268e+49   2.593859913442268e+49       3598018554677.1636   1.2399592823247317e-05   5.133586812065718e-05   2.4033096330563387e-06   4.137091064155454e-05   8.589377544165819e-05  0.00018520397162034873  0.00011354742982398794     1.91531319890283e-05  0.00013095598352360225  0.00014051263175611517   0.0001177625132728862   3.2845822645324046e-08   4.1248723334270935e-07   2.9445356161161964e-06   9.960214489937182e-06   1.858972032845378e-05   2.4822702827656554e-05   2.8235851871866674e-05   5.254126156453105e-05  0.00010120437966084415  0.00014609784078429595      8.593866184034486e-08      5.539387579664672e-07     1.1995575537742559e-06     7.2172566823390695e-06     1.3483174556196716e-05       7.52865797844964e-06      1.280802857024064e-05  0.00014060489971021417  0.00011246895209721655   8.729196146685969e-05 
 759444     0.028234709902464156          0.04006317586888539  1136.4910837689854      1158.2023987668085       0.5000000019455362       1.9725802301226853e-05     0.06439210124092277   0.028299287732110136     0.07371855188762265      0.032470876752935855    25832227.147936888         6265198.700449938          10707605.1308233            11404192.024463998          15124622.017113574              10725505.034596534  0.00017378187824055433    8.201671515339372e-06  3.7931180898937485e-05     1.3831253116923147e-06    0.0001720311736932314       1.2326521483024152e-05   0.00019457728321544773        7.848338918252079e-06   0.00018390514406086027       1.9144159271892887e-06    9.415129746941839e-05       1.1095708982685954e-06   0.00010002199349784559  2.1127708425939895e-05  0.00017579231366508674   9.546867748938949e-06   0.00014840846757425245   9.812641098642256e-06   0.0001636356389565673   1.065484010134585e-05   0.0001878650362118219    6.5409259650794944e-06   0.0001748522639989323     1.284162707586353e-05  0.00018498211754085564     4.2967516486105854e-06  0.00020136047502037472      2.36686722313893e-05    12.458218998908956      0.41527396663029853     0.45317371983283217                           0.9                          0.1     0.09000000000000001     0.9420044015483214     0.36466458306714494                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014        1000.0               100.0             1000.0              0.25               300.0              100.0        573.5788125413419               1.0                     0.004                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5   2.118675940250371e+35    41840985.65979227     0.08842635802043554     0.10483416812126883     0.08977067689540028   4.346326324728572e+35   6.441511464446181e+34    3.505101297784596e+31      6.438006363148397e+34  3.0718421067042333e+34   4.039142114058149e+35  14491778.154047918      12242307.745687714         2249470.408360203   27349208.107715357        19115261.10197768          8233947.005737674  1.8000828192329753e+52   7.116917762831512e+48   1.7993711274566921e+52     0.000183100082158536   3.882961532756114e-05    0.0001232336264165342  0.00017055634018285585  0.00020262925553374717  0.00018302439944111026   9.396695002366797e-05   0.00018793191206818008   0.0001863968962493234   0.0001225254171857751  0.00010742054636094387    7.942752452175468e-05    9.189252796458848e-05   0.00013498583698198224   0.0001876020217428804  0.00015608933487531388   0.00024191869163527245   0.00023904229229632795  0.00017161600921141568  0.00018940362990508378   0.0001840126055379423      8.644654609408338e-05      9.510731139658158e-05     0.00012740825255530582     0.00014550022513945378     0.00014737438348231483       0.000143941728300701     0.00014611947606719988  0.00012073448421421847   8.889771406040563e-05   7.014321524450647e-05 
 759454                      nan                          nan                 nan                     nan                      nan                          nan                     nan                    nan                     nan                       nan                   nan                       nan                       nan                           nan                         nan                             nan                     nan                      nan                     nan                        nan                      nan                          nan                      nan                          nan                      nan                          nan                      nan                          nan                      nan                     nan                     nan                     nan                      nan                     nan                     nan                     nan                     nan                       nan                     nan                       nan                     nan                        nan                     nan                       nan                   nan                      nan                    -0.0                           0.0                          0.0                     0.0                   -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014         100.0               100.0              100.0               0.0               100.0               50.0        43.97508235206745               1.0                     0.004                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5                     nan                  nan                     nan                     nan                     nan                     nan                     nan                      nan                        nan                     nan                     nan                 nan                     nan                       nan                  nan                      nan                        nan                     nan                     nan                      nan                      nan                     nan                      nan                     nan                     nan                     nan                     nan                      nan                     nan                     nan                     nan                      nan                      nan                      nan                     nan                     nan                      nan                      nan                     nan                     nan                     nan                        nan                        nan                        nan                        nan                        nan                        nan                        nan                     nan                     nan                     nan 
 759455      0.12500754396162844          0.07107966712565282   675.5788750598974       377.7311425185342       2.2143822688053016           0.8406547884422452      2.6470840231465513     1.5964656086315003       2.605147218003792        1.4932496584144974     642361533.3315238        489081766.11911076        218212312.80938908             362264410.9515392          424149220.52213424               417181262.1420838   8.976195410302679e-05    9.803662443069023e-06  0.00016994249988210608       5.63493500002984e-05   0.00012346175719809288       2.0852802836859113e-05    0.0001465386195309286        1.627537133668319e-05   0.00022190231832867104       2.7668161544244273e-06    0.0002461799268391585        6.199679162954337e-06    6.900926965407201e-05   1.324496996080614e-05   8.891700137210954e-05   1.121265506378115e-05    8.092822666763272e-05   1.918939927494431e-05   9.148665525846523e-05    1.29793975047154e-05  0.00016365701814061411     1.268220202619317e-05  0.00012864530891207153    2.1943498425343072e-05  0.00019839326784281102      7.864516829187948e-06   0.0001112115731861699    1.9614372496512712e-05    18.538990181721772       0.6179663393907258      0.4631881746838978                           0.9                          0.1     0.09000000000000001     0.9357633815166064      0.3689750730114082                              0.0                                 3.0                                217.5                            35.0                  0.5                 0.5                     300.0               -2.0            100.0              0.014        1000.0               100.0             1000.0              0.25               100.0               50.0        651.2768747610718               1.0                      0.02                                 1000.0   4914.614568182339             2.8613233721877856e+26      1.2999999999999998  1.3235639079111531e+36   384569333.08241665      0.5623332061605929      0.9614240492457317      0.5884588797641397  2.7498734373685865e+36  2.7580546763237883e+35                      0.0     2.7580546763237883e+35                     0.0  2.7498734373685865e+36  132807518.52150531                     0.0        132807518.52150531   251761812.80566534                      0.0         251761812.80566534   8.356429212255163e+52                     0.0    8.356429212255163e+52    9.127912858508184e-05  0.00010844985736375964     7.71669384386376e-05  0.00014053344840606058    0.000156685500831215   0.0002200777617980987  0.00023518040169682682   0.00011059094108446725  0.00019037950666010275   0.0002453286249065387   0.0002515172938454352    7.642719649093498e-05    7.266059744983369e-05    8.008950916911076e-05    8.41994635012516e-05  0.00011168233016180484    0.0001310703504603617    0.0001351319692744855  0.00014422053234948697    0.000165683184196457  0.00020412190937743951       7.68892779614914e-05      6.885892235767709e-05      7.663508511897021e-05       8.48186592736948e-05      8.387427308937402e-05      8.489639024159457e-05      8.416323228223334e-05  0.00024480921669899015    0.000229716694752532   0.0001558986778294998 
 759460    3.546731579189857e-05        0.0017850807904563808   594.5709028131048      195.81061218182734       3.4216368157590007           0.1160088570292942      0.7250972411989464    0.15593285619562858      1.0206615699713668       0.09605615789935854    1257578389.5830946        103889301.09291744         588973260.5248065             592939885.0429654           668605129.0582882               593562241.7581807   6.789838033654658e-05   3.0783654569771153e-06   0.0001889776221113851     3.7927193724313796e-06    6.626594349001115e-05        1.854441580783464e-06    8.487408610658738e-05       5.7384680243897235e-06   0.00019711347094071224         1.86034265305248e-06    0.0002084185556565745        2.320066232162514e-06    3.566503247438676e-05    8.89309854388061e-06   6.780330230037317e-05  3.3047763747182617e-06    6.769769565427282e-05   5.206120222074584e-06   6.775292562120867e-05     2.5012204603876e-06  0.00011308356174829712    1.1366562100483583e-05   6.970394196910216e-05    1.8856689162612333e-06  0.00018872862233675698      4.593220274554591e-06   6.512696334673309e-05    2.4516887462032644e-06     18.04017552211589       0.6013391840705297                    -0.0                           0.0                          0.0                     0.0                   -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -3.0            100.0              0.014         500.0               100.0              500.0               0.0               100.0              100.0       312.38956684715436               1.0                     0.004                                 1000.0  1847.1948274370964              9.664649418549627e+26       3.499999999999999                     0.0   1902273507.1263056      0.6733586581756886       1.018131931336077      0.6981715259425864    7.51881167764941e+36    4.97819665709288e+35                      0.0       4.97819665709288e+35                     0.0    7.51881167764941e+36   641299756.0533845                     0.0         641299756.0533845   1260973755.7808864                      0.0         1260973755.7808864  1.3889912525230322e+53                     0.0   1.3889912525230322e+53     6.66664197240913e-05  0.00019016095571712502    5.747039930493506e-05   6.531569052341583e-05   8.073334405485748e-05  0.00019838083667307805   0.0002095917838182622    6.688825144300066e-05  0.00017663048551181982  0.00019980631787632516  0.00021203982939135135    7.832029438458935e-07   2.9434696990618564e-05    6.702244528885526e-05   6.640574042865713e-05   6.668044634613288e-05    6.669391145465907e-05    6.504400157886575e-05   6.867598493809819e-05  0.00010621553218986994  0.00018904169371456868      1.536570748287052e-05      3.590128807391031e-05      6.083787250000371e-05      6.469400586034018e-05      6.710511738937145e-05      6.627265783913082e-05      6.859620375959866e-05  0.00019953472395422908   0.0002095332221607727  0.00019128878409462892 
